Numero de aluno,Application order,Course,Previous qualification,Nacionality,Mother's qualification,Father's qualification,Mother's occupation,Father's occupation,Tuition fees up to date,Scholarship holder,Age at enrollment,International,Curricular units 1st sem (credited),Curricular units 1st sem (Dropout),Curricular units 1st sem (evaluations),Curricular units 1st sem (approved),Curricular units 1st sem (grade),Curricular units 1st sem (without evaluations),Curricular units 2nd sem (credited),Curricular units 2nd sem (Dropout),Curricular units 2nd sem (evaluations),Curricular units 2nd sem (approved),Curricular units 2nd sem (grade),Curricular units 2nd sem (without evaluations),Unemployment rate,Inflation rate,GDP,Marital status_Divorced,Marital status_Legally separated,Marital status_Married,Marital status_Single,Marital status_Widower,Application mode_1st phase—general contingent,Application mode_1st phase—special contingent (Azores Island),Application mode_1st phase—special contingent (Madeira Island),Application mode_2nd phase—general contingent,Application mode_3rd phase—general contingent,Application mode_Change in course,Application mode_Change in institution/course,Application mode_Change in institution/course (International),Application mode_Holders of other higher courses,Application mode_International student (bachelor),"Application mode_Ordinance No. 533-A/99, item b2) (Different Plan)","Application mode_Ordinance No. 533-A/99, item b3 (Other Institution)",Application mode_Ordinance No. 612/93,Application mode_Ordinance No. 854-B/99,Application mode_Over 23 years old,Application mode_Short cycle diploma holders,Application mode_Transfer,Daytime/evening attendance_Evening,Displaced_Yes,Educational special needs_Yes,Debtor_Yes,Gender_Male
90801,1,12,1,1,13,14,10,8,1,1,19,0,0,7,12,6,13.766666666666666,0,0,8,10,7,14.051428571428572,0,15.5,2.8,-4.06,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10102,1,12,1,1,23,27,10,8,1,0,19,0,0,8,8,8,13.11625,0,0,8,8,8,13.11625,0,9.4,-0.8,-3.12,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
26975,1,5,1,1,3,28,2,10,0,0,19,0,0,5,5,0,0.0,0,0,6,0,0,0.0,0,10.8,1.4,1.74,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
24785,1,12,1,1,23,14,10,6,1,0,20,0,0,7,9,6,12.7,0,0,8,8,7,13.571428571428571,0,13.9,-0.3,0.79,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
69759,2,13,1,1,22,27,10,10,1,0,25,0,0,7,11,7,11.857142857142858,0,0,8,21,5,11.7,0,12.4,0.5,1.79,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
43870,1,12,1,1,13,28,6,10,1,1,20,0,0,7,7,6,12.333333333333334,0,0,7,7,6,12.333333333333334,0,7.6,2.6,0.32,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
81587,1,10,1,1,23,14,10,10,1,0,24,0,0,6,9,4,15.75,0,0,6,10,5,16.4,0,9.4,-0.8,-3.12,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
43994,3,14,1,1,1,1,6,6,1,0,20,0,0,5,6,5,13.333333333333334,0,0,5,6,5,13.2,0,7.6,2.6,0.32,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26573,1,12,1,1,1,14,5,9,1,0,21,0,4,7,9,7,14.355555555555554,0,5,8,8,8,13.49375,0,15.5,2.8,-4.06,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
1829,1,4,14,1,22,28,10,10,1,1,19,0,0,6,8,6,13.0,0,0,6,11,5,13.0,0,15.5,2.8,-4.06,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
53949,1,15,1,1,23,27,10,10,1,1,19,0,0,6,6,6,12.833333333333334,0,0,6,6,6,13.5,0,16.2,0.3,-0.92,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
76166,2,14,1,1,22,28,10,10,1,1,21,0,0,5,5,5,13.2,0,0,5,5,4,13.0,0,9.4,-0.8,-3.12,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
34065,1,12,3,1,3,27,3,11,1,0,28,0,0,7,9,7,17.005555555555556,0,1,8,9,8,16.582222222222224,0,15.5,2.8,-4.06,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
39194,1,10,1,1,22,28,10,10,0,1,19,0,0,6,8,5,10.6,0,0,6,8,5,11.0,0,10.8,1.4,1.74,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
55375,1,9,1,1,22,27,10,7,1,1,18,0,0,5,5,5,14.0,0,0,5,6,5,13.6,0,12.4,0.5,1.79,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
46780,5,12,1,1,22,28,6,9,1,1,18,0,0,8,8,7,12.114285714285714,0,0,8,8,7,12.114285714285714,0,12.7,3.7,-1.7,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
93371,3,12,1,1,13,27,8,8,1,1,18,0,0,8,8,8,13.05875,0,0,8,8,8,13.05875,0,9.4,-0.8,-3.12,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
54631,1,12,1,1,1,2,10,4,1,0,22,0,4,8,8,7,13.285714285714286,0,4,8,8,7,13.285714285714286,0,12.7,3.7,-1.7,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
15027,1,9,1,1,22,27,32,36,1,0,19,0,0,5,9,4,11.0,0,0,5,8,3,10.666666666666666,0,12.4,0.5,1.79,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
86758,1,12,1,1,13,1,10,6,1,1,18,0,0,7,7,7,14.071428571428571,0,0,8,8,8,15.1625,0,13.9,-0.3,0.79,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
99372,1,11,1,1,22,27,6,7,0,0,20,0,0,6,0,0,0.0,0,0,6,0,0,0.0,0,15.5,2.8,-4.06,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
42396,1,2,14,1,22,27,6,7,0,0,26,0,4,9,9,4,11.25,0,3,10,12,3,11.0,0,12.4,0.5,1.79,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
89750,3,5,1,1,22,28,10,10,1,1,18,0,0,6,6,6,14.0,0,0,6,8,6,13.625,0,10.8,1.4,1.74,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
89611,1,11,1,1,1,28,5,10,1,1,21,0,0,6,8,6,12.166666666666666,0,0,6,11,3,11.666666666666666,0,10.8,1.4,1.74,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2830,4,12,1,1,23,27,4,4,1,0,18,0,0,8,8,7,13.297142857142855,0,0,8,8,7,13.297142857142855,0,10.8,1.4,1.74,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
65019,1,6,1,1,13,14,5,7,1,0,20,0,0,6,14,6,13.923076923076923,0,0,6,9,6,14.25,0,15.5,2.8,-4.06,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
42970,6,12,1,1,23,14,6,7,1,0,18,0,0,7,11,7,13.37,0,0,8,13,7,12.833333333333334,0,15.5,2.8,-4.06,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
55798,6,9,1,1,13,28,8,10,1,1,19,0,0,5,5,5,12.4,0,0,5,8,3,11.0,0,12.7,3.7,-1.7,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30242,1,14,1,1,1,1,3,3,1,0,20,0,0,5,5,4,15.0,0,0,5,5,4,13.75,0,7.6,2.6,0.32,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
91756,1,16,1,1,13,14,10,6,1,1,18,0,0,6,6,6,13.333333333333334,0,0,6,7,6,12.571428571428571,0,12.7,3.7,-1.7,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
82133,2,9,1,1,22,27,10,10,1,1,20,0,0,5,8,3,12.0,0,0,5,9,4,12.625,0,10.8,1.4,1.74,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
66314,2,3,1,1,13,9,1,1,1,0,22,0,0,6,7,5,13.4,0,0,6,9,5,12.2,0,7.6,2.6,0.32,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
62789,1,2,1,1,13,28,5,6,1,0,18,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,7.6,2.6,0.32,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
19933,1,17,1,1,13,28,6,8,1,0,21,0,1,5,9,4,11.5,0,1,5,5,5,11.4,0,8.9,1.4,3.51,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
12989,2,16,1,1,1,1,10,1,1,0,18,0,0,7,12,6,12.0,0,0,7,11,6,12.166666666666666,0,13.9,-0.3,0.79,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8364,1,12,1,1,13,14,5,5,1,0,18,0,0,8,8,7,13.485714285714284,0,0,8,8,7,13.485714285714284,0,12.7,3.7,-1.7,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
86358,1,5,1,1,10,14,5,6,1,1,18,0,0,6,6,6,12.0,0,0,6,8,6,11.285714285714286,0,8.9,1.4,3.51,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
99020,1,2,1,1,22,27,10,2,1,0,19,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,15.5,2.8,-4.06,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
23792,3,9,1,1,1,14,4,6,1,0,19,0,0,5,7,3,10.333333333333334,0,0,5,11,3,14.428571428571429,0,10.8,1.4,1.74,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
28438,1,12,1,1,23,1,10,5,1,0,19,0,0,7,10,5,12.94,0,0,7,7,5,13.76,0,16.2,0.3,-0.92,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
87665,3,12,1,1,1,27,8,8,1,0,19,0,0,8,11,7,13.258571428571427,0,0,8,11,7,13.258571428571427,0,10.8,1.4,1.74,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
78230,1,9,1,1,1,2,11,11,1,0,19,0,0,5,9,4,12.25,0,0,5,10,4,12.0,0,8.9,1.4,3.51,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
30231,1,11,1,1,23,27,10,8,0,0,19,0,0,6,9,3,11.666666666666666,0,0,6,15,1,10.0,0,10.8,1.4,1.74,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
37043,4,11,1,1,23,27,10,8,1,1,21,0,0,6,7,6,13.571428571428571,0,0,6,6,6,12.5,0,8.9,1.4,3.51,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
52181,2,15,1,14,1,27,10,8,1,1,20,1,0,6,9,5,11.8,0,0,6,9,5,11.833333333333334,0,15.5,2.8,-4.06,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8999,1,9,1,1,13,14,4,10,1,1,20,0,0,5,7,5,14.2,0,0,5,7,5,13.285714285714286,0,11.1,0.6,2.02,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
62921,1,17,12,1,22,27,10,10,1,0,41,0,0,5,8,5,11.0,0,0,5,6,5,11.8,1,7.6,2.6,0.32,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
78276,1,12,15,1,22,27,4,4,1,0,32,0,0,7,16,4,13.625,0,0,7,8,7,12.6375,0,12.4,0.5,1.79,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
2889,3,12,1,1,23,1,10,6,1,0,18,0,0,8,8,7,14.652857142857142,0,0,8,8,7,14.652857142857142,0,10.8,1.4,1.74,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
17262,1,3,1,1,22,27,4,5,1,1,35,0,0,6,9,6,11.333333333333334,0,0,6,6,6,11.333333333333334,0,15.5,2.8,-4.06,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
83921,1,12,1,1,22,27,10,10,0,0,32,0,0,7,12,4,13.7,0,0,7,7,0,0.0,0,16.2,0.3,-0.92,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
70344,1,3,15,1,13,27,6,10,1,0,37,0,7,11,11,11,13.727272727272728,0,4,8,8,8,14.75,0,12.4,0.5,1.79,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
25307,2,9,3,1,3,27,10,10,1,0,30,0,4,7,9,7,11.75,0,3,8,12,7,11.142857142857142,0,12.7,3.7,-1.7,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
62229,2,15,1,1,13,14,1,1,1,0,23,0,0,6,9,6,12.333333333333334,0,0,6,11,5,13.0,0,7.6,2.6,0.32,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
64759,2,15,1,1,3,1,3,8,1,1,20,0,0,6,6,6,14.0,0,0,6,7,6,13.857142857142858,0,15.5,2.8,-4.06,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
22758,1,14,1,1,13,27,6,8,1,0,21,0,0,5,7,4,11.5,0,0,5,6,4,11.75,0,9.4,-0.8,-3.12,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
68055,1,9,1,1,23,14,6,8,1,0,19,0,0,5,6,5,11.2,0,0,5,5,5,13.2,0,12.4,0.5,1.79,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
28948,4,12,1,1,1,14,5,4,1,1,18,0,0,8,8,7,15.07,0,0,8,8,7,15.07,0,10.8,1.4,1.74,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
54505,1,7,1,1,19,24,1,1,1,0,18,0,0,5,6,1,10.0,0,0,5,7,1,12.0,0,10.8,1.4,1.74,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
99405,1,17,1,1,1,1,5,11,1,0,24,0,0,5,5,4,12.0,0,0,5,6,5,12.666666666666666,0,12.4,0.5,1.79,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1
86155,1,14,1,1,1,27,10,10,1,0,22,0,0,6,11,4,13.0,0,0,6,11,4,12.6,0,12.7,3.7,-1.7,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
24736,4,11,1,1,13,1,6,6,1,0,18,0,0,6,7,4,11.0,0,0,6,7,3,11.25,0,16.2,0.3,-0.92,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
16024,2,10,1,1,22,27,6,7,1,0,18,0,0,6,8,6,13.571428571428571,0,0,6,11,5,12.166666666666666,0,9.4,-0.8,-3.12,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
80540,2,5,1,17,2,1,10,2,1,0,21,1,0,6,7,5,14.6,0,0,6,6,5,14.2,0,16.2,0.3,-0.92,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
76993,1,12,1,1,22,27,10,10,1,0,38,0,0,7,13,3,11.833333333333334,0,0,7,14,2,10.0,0,16.2,0.3,-0.92,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
59536,1,13,1,1,23,27,10,10,1,1,19,0,0,7,11,7,12.625,0,0,8,11,8,12.5125,0,12.7,3.7,-1.7,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23847,1,12,1,1,22,27,10,10,1,0,36,0,0,7,12,4,11.5,0,0,7,14,3,12.333333333333334,0,16.2,0.3,-0.92,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
35478,1,6,1,1,1,1,10,10,1,0,18,0,0,5,8,4,13.25,1,0,5,10,4,10.5,0,12.7,3.7,-1.7,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
37436,3,12,1,1,13,14,6,6,1,0,19,0,0,7,9,7,12.60625,0,0,8,12,6,11.9,0,12.4,0.5,1.79,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
52708,1,6,16,1,13,28,10,10,0,0,21,0,7,10,15,8,13.75,0,4,9,17,5,13.2,0,8.9,1.4,3.51,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
74071,2,12,1,1,13,28,30,43,1,0,19,0,0,7,10,6,13.598333333333334,0,0,8,11,6,11.933333333333332,0,11.1,0.6,2.02,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
4678,1,10,1,1,13,14,10,10,1,1,18,0,0,6,11,5,11.142857142857142,0,0,6,8,6,12.285714285714286,0,16.2,0.3,-0.92,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18128,1,12,3,1,22,14,10,8,1,0,45,0,7,11,11,11,12.7,0,6,10,12,10,12.96818181818182,0,13.9,-0.3,0.79,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
61064,1,9,1,1,22,27,10,8,1,0,20,0,0,5,9,1,10.0,0,0,5,10,1,11.0,0,7.6,2.6,0.32,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
327,1,11,1,1,13,1,6,8,1,0,18,0,0,6,8,6,11.666666666666666,0,0,6,10,4,11.5,0,13.9,-0.3,0.79,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
41321,1,14,1,1,1,14,5,5,1,1,18,0,0,6,8,6,14.0,0,0,6,7,6,13.142857142857142,0,11.1,0.6,2.02,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
78394,2,8,3,1,19,24,1,1,1,0,25,0,0,5,9,0,0.0,4,0,5,9,0,0.0,3,10.8,1.4,1.74,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
27900,6,12,1,1,1,1,5,5,1,0,19,0,0,8,9,7,12.04142857142857,0,0,8,9,7,12.04142857142857,0,10.8,1.4,1.74,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
38931,1,2,1,1,13,14,8,8,1,1,18,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,13.9,-0.3,0.79,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
34171,1,11,15,1,1,1,4,7,1,0,39,0,12,13,14,13,13.76923076923077,0,9,12,16,12,14.583333333333334,0,13.9,-0.3,0.79,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
86483,1,4,1,1,23,27,10,10,1,0,29,0,13,18,20,18,15.444444444444445,0,11,13,13,13,15.307692307692308,0,15.5,2.8,-4.06,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
86533,1,16,1,1,13,14,5,8,1,0,18,0,0,7,9,6,11.5,0,0,7,8,7,12.714285714285714,0,13.9,-0.3,0.79,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
30421,1,5,3,1,22,2,10,4,0,0,23,0,0,3,3,2,10.0,0,0,6,0,0,0.0,0,10.8,1.4,1.74,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
8937,1,16,1,1,1,27,6,6,1,0,21,0,0,6,8,4,12.25,0,0,6,13,3,10.333333333333334,0,12.7,3.7,-1.7,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
13810,1,10,1,1,1,14,5,5,0,0,18,0,0,6,6,6,14.5,0,0,6,6,6,15.166666666666666,0,10.8,1.4,1.74,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
40238,1,6,15,1,1,14,6,6,1,0,23,0,0,6,7,6,15.571428571428571,0,0,6,8,6,16.375,0,12.4,0.5,1.79,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
13527,1,8,1,1,1,14,5,5,1,0,18,0,0,6,7,6,15.571428571428571,0,0,6,7,6,14.714285714285714,0,11.1,0.6,2.02,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2243,1,3,12,1,22,27,5,9,1,0,32,0,0,6,8,5,13.8,0,0,6,7,6,12.166666666666666,0,9.4,-0.8,-3.12,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
24897,2,9,1,1,13,27,10,8,0,0,29,0,0,5,8,3,10.666666666666666,0,0,5,14,2,14.8,0,10.8,1.4,1.74,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
44665,6,10,1,1,1,28,32,35,1,1,20,0,0,6,8,5,11.6,0,0,6,8,4,11.75,0,8.9,1.4,3.51,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
76522,1,10,1,1,19,24,1,1,0,0,28,0,0,6,11,1,13.0,0,0,6,12,0,0.0,0,9.4,-0.8,-3.12,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
61276,1,9,3,1,23,28,2,10,1,0,27,0,0,5,9,3,12.0,0,0,5,11,4,13.625,0,10.8,1.4,1.74,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
84465,2,12,1,1,22,24,12,1,1,0,22,0,11,14,14,12,12.333333333333334,2,11,14,14,12,12.333333333333334,2,7.6,2.6,0.32,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
77586,1,4,12,1,13,27,10,11,1,0,37,0,0,6,10,6,12.875,0,0,6,12,6,12.9,0,16.2,0.3,-0.92,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
11423,1,3,3,1,22,28,1,6,0,0,28,0,0,6,12,1,11.0,0,0,6,0,0,0.0,0,12.7,3.7,-1.7,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
10592,1,4,1,1,22,27,10,10,0,0,43,0,0,6,10,4,12.25,0,0,6,13,4,10.5,0,8.9,1.4,3.51,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
81990,1,13,1,1,22,27,10,10,0,0,32,0,0,7,7,0,0.0,7,0,8,8,0,0.0,7,10.8,1.4,1.74,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
65627,1,10,1,1,1,1,10,10,1,1,20,0,0,6,11,4,10.75,0,0,6,13,5,11.5,0,15.5,2.8,-4.06,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18182,1,12,12,1,23,1,10,5,1,1,35,0,0,8,9,8,13.63,1,0,8,9,8,13.63,1,9.4,-0.8,-3.12,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
54154,1,14,1,1,22,27,1,1,1,0,21,0,0,5,8,3,13.0,0,0,5,7,4,11.5,1,7.6,2.6,0.32,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2373,4,12,1,1,13,14,8,10,1,1,18,0,0,7,9,6,13.533333333333331,0,0,7,7,7,12.228571428571428,0,12.4,0.5,1.79,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
39523,1,12,1,1,3,28,4,8,1,1,18,0,0,7,7,7,16.9,0,0,8,9,8,16.37777777777778,0,16.2,0.3,-0.92,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11955,4,10,1,1,13,14,6,9,1,0,18,0,0,6,10,5,12.0,0,0,6,11,4,12.0,0,16.2,0.3,-0.92,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
94782,1,3,14,1,13,27,8,7,1,0,22,0,3,6,6,6,12.5,0,2,6,7,6,13.285714285714286,0,12.4,0.5,1.79,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
83655,2,12,1,1,1,1,5,11,1,0,19,0,0,8,8,7,12.764285714285714,0,0,8,8,7,12.764285714285714,0,10.8,1.4,1.74,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
51299,2,9,1,1,13,28,10,8,1,1,18,0,0,5,8,5,13.75,0,0,5,6,5,12.166666666666666,0,13.9,-0.3,0.79,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
